subject,predicate,object,root,synonyms
a convex polyhedron with triangular faces,is described,use for topological density calculations,describe,"{'describe', 'distinguish', 'account', 'trace', 'name', 'draw', 'line', 'depict', 'delineate', 'identify', 'key', 'discover', 'report'}"
title compound,is,tertiary alcohol,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
chiral C atom,is,tricyclo ring system,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
diffuse system,is explained,accoustical mode B1,explain,"{'explicate', 'excuse', 'explain'}"
repulsive parameter,decides,space group,decide,"{'decide', 'resolve', 'settle', 'adjudicate', 'determine'}"
repulsive parameter between the Cl and K ions,decides,second rotary mode condensation,decide,"{'decide', 'resolve', 'settle', 'adjudicate', 'determine'}"
title compound,linked,C atoms,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
C atoms,form,dihedral angle,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
independent molecules,are,asymmetric unit,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
asymmetric unit,are,mdash H,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
scattering factor,has been,Pendell ouml,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
scattering factor,obtained,Pendell ouml,obtain,"{'get', 'receive', 'obtain', 'prevail', 'incur'}"
rocking curves,has been,regions close to,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
rocking curves,observed,regions close to,observe,"{'honour', 'respect', 'celebrate', 'find', 'note', 'honor', 'mention', 'detect', 'keep', 'remark', 'observe', 'notice', 'watch', 'discover'}"
profile of the rocking curves,has been,thickness regions close to,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
profile of the rocking curves,observed,thickness regions close to,observe,"{'honour', 'respect', 'celebrate', 'find', 'note', 'honor', 'mention', 'detect', 'keep', 'remark', 'observe', 'notice', 'watch', 'discover'}"
title compound,displays,trans configuration,display,"{'expose', 'exhibit', 'show', 'reveal', 'display'}"
imidazole ligands,are bonded,PdII atom,bond,"{'adhere', 'bond', 'tie', 'stick', 'attach', 'bind'}"
imidazole ligands,are,PdII atom,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
water molecule,is,coordination environment,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
base of the pyramid,is bonded,Pd mdash,bond,"{'adhere', 'bond', 'tie', 'stick', 'attach', 'bind'}"
atoms at the base of the pyramid,is bonded,a Pd mdash O distance,bond,"{'adhere', 'bond', 'tie', 'stick', 'attach', 'bind'}"
title compound,is,Schiff base,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Schiff base,has,hexadentate ligand,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
unsymmetrical Schiff base,has,potential as a hexadentate ligand,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
crystallographic results,show,presence of the N4O2 group,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
presence of the N4O2 group,does,conformation conducive,do,"{'behave', 'perform', 'answer', 'execute', 'practice', 'practise', 'exercise', 'do', 'fare', 'act', 'suffice', 'make', 'cause'}"
inversion centre,generates,other half of the molecule,generate,"{'generate', 'beget', 'mother', 'father', 'sire', 'yield', 'engender', 'render'}"
O atom,has,site symmetry,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
bond lengths,be correlated,anomeric effect,correlate,{'correlate'}
O bond lengths,be correlated,anomeric effect in the N,correlate,{'correlate'}
mdash O bond lengths,be correlated,manifestation of an anomeric effect in the N,correlate,{'correlate'}
Ag atom,is coordinated,arsine ligands,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
O atom,is,tetrahedral configuration,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
O atom,forming,tetrahedral configuration,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
three arsine ligands and one O atom,forming,distorted tetrahedral configuration,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
title compound,crystallizes,N atom,crystallize,"{'crystallize', 'elucidate', 'crystalise', 'crystallise', 'effloresce', 'enlighten', 'illuminate'}"
the pyridine N atom,is,ndash OH group,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
benzene and pyridinium,are inclined,dihedral angle,incline,"{'lean', 'incline', 'pitch', 'tend', 'slope', 'dispose'}"
title cocrystal,contains,dinuclear complexes,contain,"{'control', 'hold', 'contain', 'incorporate', 'check', 'stop', 'bear', 'arrest', 'curb', 'moderate', 'comprise', 'carry'}"
centrosymmetric molecules,bridge,Cu atoms,bridge,{'bridge'}
apical position,is occupied,water molecule,occupy,"{'inhabit', 'fill', 'concern', 'invade', 'take', 'absorb', 'engross', 'interest', 'worry', 'occupy', 'engage', 'reside', 'busy'}"
water molecule,is occupied,methanol molecule,occupy,"{'inhabit', 'fill', 'concern', 'invade', 'take', 'absorb', 'engross', 'interest', 'worry', 'occupy', 'engage', 'reside', 'busy'}"
Schiff base,adopts,tautomeric form,adopt,"{'embrace', 'dramatise', 'borrow', 'assume', 'adopt', 'acquire', 'take', 'dramatize', 'follow', 'espouse'}"
title Schiff base,adopts,imine tautomeric form,adopt,"{'embrace', 'dramatise', 'borrow', 'assume', 'adopt', 'acquire', 'take', 'dramatize', 'follow', 'espouse'}"
imine group,is,dihedral angle,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
crystal packing,is characterized,C mdash,characterize,"{'qualify', 'characterise', 'characterize'}"
hybrid material,is based,mdash H,base,"{'establish', 'station', 'send', 'base', 'found', 'post'}"
title hybrid material,is based,O mdash H,base,"{'establish', 'station', 'send', 'base', 'found', 'post'}"
solvent molecules,make,zigzag belts,make,"{'produce', 'stimulate', 'draw', 'create', 'do', 'induce', 'make', 'cause'}"
Water and methanol solvent molecules,make,infinite zigzag belts,make,"{'produce', 'stimulate', 'draw', 'create', 'do', 'induce', 'make', 'cause'}"
title compound,consists,centrosymmetric dinuclear,consist,"{'lie', 'consist', 'dwell', 'comprise', 'belong'}"
N atoms from the tetrazole and pyrazine rings,chelate,ion and a second tetrazole N atom,chelate,{'chelate'}
atomic models,imposing,strong constraints,impose,"{'visit', 'impose', 'inflict', 'enforce', 'levy'}"
refinement of atomic models,imposing,temperature B factors,impose,"{'visit', 'impose', 'inflict', 'enforce', 'levy'}"
new evidence,is provided,inclusion of these data,provide,"{'supply', 'allow', 'furnish', 'leave', 'cater', 'ply', 'render', 'provide'}"
new evidence,show,inclusion of these data,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
inclusion of these data,helps,experimental phases,help,"{'help', 'serve', 'facilitate', 'assist', 'avail', 'aid'}"
inclusion of these data,improve,experimental phases,improve,"{'meliorate', 'ameliorate', 'better', 'improve', 'amend'}"
experimental phases,imposing,proper constraints,impose,"{'visit', 'impose', 'inflict', 'enforce', 'levy'}"
phase information,be,de novo,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
phase information,extracted,de novo,extract,"{'elicit', 'distil', 'extract', 'excerpt', 'express', 'educe', 'distill', 'evoke'}"
phase information,observed,de novo,observe,"{'honour', 'respect', 'celebrate', 'find', 'note', 'honor', 'mention', 'detect', 'keep', 'remark', 'observe', 'notice', 'watch', 'discover'}"
title compound,crystallizes,monoclinic system,crystallize,"{'crystallize', 'elucidate', 'crystalise', 'crystallise', 'effloresce', 'enlighten', 'illuminate'}"
ndash  pi  ,are,C mdash,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
direct tool,is,surface of a crystal,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
displacement modes,appear,additional spots,appear,"{'appear', 'look', 'seem'}"
elastic displacement modes,appear,additional spots in the reciprocal space,appear,"{'appear', 'look', 'seem'}"
Their characteristics,be,elastic constants,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Their characteristics,derived,elastic constants,derive,"{'infer', 'derive', 'deduce', 'gain', 'deduct', 'descend', 'educe'}"
force distribution,is,elastic displacements,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
force distribution at the surface,is,origin of the elastic displacements,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Various examples,are given,vicinal surfaces,give,"{'give', 'throw', 'hold', 'pay', 'gift', 'have', 'yield', 'present', 'afford'}"
synchrotron radiation,is presented,crystal reflections,present,"{'give', 'demonstrate', 'gift', 'acquaint', 'exhibit', 'submit', 'pose', 'present', 'award', 'show', 'demo', 'stage', 'introduce', 'deliver'}"
synchrotron radiation,based,crystal reflections,base,"{'establish', 'station', 'send', 'base', 'found', 'post'}"
spectral efficiency,surpasses,multicrystal designs,surpass,"{'surpass', 'outmatch', 'outdo', 'surmount', 'outstrip', 'outgo', 'exceed', 'pass', 'excel', 'transcend', 'outperform'}"
theoretical spectral efficiency,surpasses,previous multicrystal designs,surpass,"{'surpass', 'outmatch', 'outdo', 'surmount', 'outstrip', 'outgo', 'exceed', 'pass', 'excel', 'transcend', 'outperform'}"
oxo complexes,form,anionic framework,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
holmium ions,were shown,magnesium ions,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
holmium ions,replace,magnesium ions,replace,"{'replace', 'supplant', 'supersede', 'substitute'}"
phasing power,allow,absorption edge,allow,"{'appropriate', 'countenance', 'leave', 'admit', 'permit', 'grant', 'allow', 'reserve', 'provide', 'earmark', 'let'}"
phasing power,using,absorption edge,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
sufficient phasing power,allow,previously unknown structure,allow,"{'appropriate', 'countenance', 'leave', 'admit', 'permit', 'grant', 'allow', 'reserve', 'provide', 'earmark', 'let'}"
previously unknown structure,using,LIII absorption edge,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
Ho ions,are,atoms of ADP,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
the two Ho ions are approximately 4 emsp14  Aring  apart,are,O atoms of ADP and a water molecule,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
MTR kinase,using,data collected,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
data collected,using,K alpha  ,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
structure determination of MTR kinase,using,Cu emsp14 K alpha  ,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
substructure determination,was,interpretation of the map,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
ndash nucleotide,suggests,phasing tool,suggest,"{'suggest', 'intimate', 'propose', 'advise', 'indicate', 'evoke', 'hint'}"
ndash nucleotide,be,phasing tool,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
isomorphous substitution of holmium,suggests,useful phasing tool,suggest,"{'suggest', 'intimate', 'propose', 'advise', 'indicate', 'evoke', 'hint'}"
isomorphous substitution of holmium,be,useful phasing tool,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
crystals without absorption,are studied,dynamical theory,study,"{'contemplate', 'canvas', 'analyse', 'canvass', 'analyze', 'consider', 'learn', 'examine', 'study', 'read', 'meditate'}"
crystals without absorption,based,dynamical theory,base,"{'establish', 'station', 'send', 'base', 'found', 'post'}"
geometrical scheme,is given,dispersion surface,give,"{'give', 'throw', 'hold', 'pay', 'gift', 'have', 'yield', 'present', 'afford'}"
geometrical scheme,reveal,dispersion surface,reveal,"{'impart', 'expose', 'uncover', 'show', 'reveal', 'display', 'unveil', 'discover', 'divulge', 'disclose'}"
new geometrical scheme,is given,excitation of the dispersion surface,give,"{'give', 'throw', 'hold', 'pay', 'gift', 'have', 'yield', 'present', 'afford'}"
new geometrical scheme,reveal,excitation of the dispersion surface,reveal,"{'impart', 'expose', 'uncover', 'show', 'reveal', 'display', 'unveil', 'discover', 'divulge', 'disclose'}"
middot HSO4 minus  ,contains,heterocyclic cation,contain,"{'control', 'hold', 'contain', 'incorporate', 'check', 'stop', 'bear', 'arrest', 'curb', 'moderate', 'comprise', 'carry'}"
middot HSO4 minus  middot H2O,contains,hydrogen sulfate anion and a water molecule,contain,"{'control', 'hold', 'contain', 'incorporate', 'check', 'stop', 'bear', 'arrest', 'curb', 'moderate', 'comprise', 'carry'}"
hydrogen bonds,forming,infinite chain,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
structural relationships,are,sulfate group,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
ferredoxin reductase,catalyzes,C1 and C9a positions of carbazole,catalyze,"{'catalyze', 'catalyse'}"
apical positions,was,bis complexes,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
apical positions,investigated,bis complexes,investigate,"{'enquire', 'investigate', 'inquire'}"
overlapping volumes,were used,spheres method,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
overlapping volumes,calculated,spheres method,calculate,"{'estimate', 'account', 'cipher', 'cypher', 'depend', 'compute', 'figure', 'forecast', 'count', 'reckon', 'bet', 'calculate', 'aim'}"
magnitude of distortion,is,kind of distortion,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
apical bond length,shows,sigmoidal dependence on the magnitude of distortion,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
for example texture,govern,physical properties,govern,"{'order', 'govern', 'regularise', 'rule', 'regulate', 'regularize'}"
orientation information,is,pole figures,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
orientation information,quantified,pole figures,quantify,"{'measure', 'quantify'}"
order of a few degrees,be measured,time intervals,measure,"{'valuate', 'appraise', 'quantify', 'measure', 'assess', 'evaluate', 'value'}"
textured thin films,be measured,time intervals as short as one minute,measure,"{'valuate', 'appraise', 'quantify', 'measure', 'assess', 'evaluate', 'value'}"
experimental data,using,optimized approach,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
up to two orders of magnitude,is found,point detector,found,"{'institute', 'establish', 'base', 'found', 'launch', 'constitute', 'plant'}"
linear chains,is,bipyridine homologue,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
linear chains built up around a 21 axis,is,known bipyridine homologue,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
diffraction analysis,compared,other detectors on the market,compare,"{'liken', 'compare', 'equate'}"
sensitive detection system,compared,relatively rapid system,compare,"{'liken', 'compare', 'equate'}"
two predominant markets for the CCD detector,have been,relatively short exposure,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
twofold axis,is coordinated,four aqua ligands,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
indole ring system,are clustered,a narrow range around 65 deg,cluster,"{'clump', 'bunch', 'bundle', 'flock', 'cluster', 'constellate'}"
intermolecular interaction,is,mdash H,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
dominant intermolecular interaction,is,N mdash H,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
title compound,has,bent conformation,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
molecule of the title compound,has,central C mdash,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
parameters of the model,be relaxed,model and experiment,relax,"{'slack', 'unbend', 'unwind', 'loosen', 'slacken', 'loose', 'decompress', 'relax'}"
parameters of the model,improve,model and experiment,improve,"{'meliorate', 'ameliorate', 'better', 'improve', 'amend'}"
polycrystalline aluminium,using,MARI spectrometer,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
agreement obtained,suggests,developing models,suggest,"{'suggest', 'intimate', 'propose', 'advise', 'indicate', 'evoke', 'hint'}"
agreement obtained,demonstrated,developing models,demonstrate,"{'demonstrate', 'establish', 'shew', 'prove', 'exhibit', 'manifest', 'certify', 'evidence', 'present', 'show', 'march', 'attest', 'demo'}"
agreement obtained,be,developing models,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Thermus thermophilus,is,outer membrane,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Thermus thermophilus,includes,outer membrane,include,"{'include', 'admit'}"
thermophilic bacterium Thermus thermophilus,is,outer membrane proteins,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
thermophilic bacterium Thermus thermophilus,includes,outer membrane proteins,include,"{'include', 'admit'}"
cell envelope of the thermophilic bacterium Thermus thermophilus,is,integral outer membrane proteins,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
cell envelope of the thermophilic bacterium Thermus thermophilus,includes,integral outer membrane proteins,include,"{'include', 'admit'}"
nbsp thermophilus,was,predicted  beta,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
nbsp thermophilus,identified,predicted  beta,identify,"{'place', 'describe', 'distinguish', 'name', 'identify', 'key', 'discover'}"
data sets,were collected,emsp14  Aring  resolution and,collect,"{'gather', 'compile', 'collect', 'hoard', 'amass', 'accumulate', 'garner'}"
diffracting crystals,belonged,space group,belong,"{'lie', 'belong', 'dwell', 'consist'}"
Native data sets,were collected,best diffracting crystals,collect,"{'gather', 'compile', 'collect', 'hoard', 'amass', 'accumulate', 'garner'}"
title compound,was,condensation reaction,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
title compound,obtained,condensation reaction,obtain,"{'get', 'receive', 'obtain', 'prevail', 'incur'}"
title compound,consists,dihedral angles,consist,"{'lie', 'consist', 'dwell', 'comprise', 'belong'}"
asymmetric unit of the title compound,consists,imidazole and pyrimidine rings,consist,"{'lie', 'consist', 'dwell', 'comprise', 'belong'}"
title compound,is composed,independent molecules,compose,"{'write', 'compile', 'frame', 'indite', 'compose', 'pen'}"
title compound,has,rotational symmetry,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
title compound,imposed,rotational symmetry,impose,"{'visit', 'impose', 'inflict', 'enforce', 'levy'}"
crystal structure,is stabilized,ndash  pi  ,stabilize,"{'brace', 'steady', 'stabilise', 'stabilize'}"
title compound,represents,monoclinic polymorph,represent,"{'interpret', 'defend', 'represent', 'typify', 'be', 'symbolize', 'symbolise', 'comprise', 'correspond', 'constitute', 'exemplify'}"
H atoms,are,anti disposition,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
H atoms,contrasts,anti disposition,contrast,"{'contrast', 'counterpoint'}"
mdash H atoms,are,anti disposition in the orthorhombic form,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
mdash H atoms,contrasts,anti disposition in the orthorhombic form,contrast,"{'contrast', 'counterpoint'}"
Cl minus,was,current program,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Cl minus,obtained,current program,obtain,"{'get', 'receive', 'obtain', 'prevail', 'incur'}"
N atom,is,chloride anion,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
title molecule,features,S mdash,feature,"{'feature', 'sport', 'boast', 'have'}"
title molecule,is,S mdash,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Significant twisting,is confirmed,outer rings,confirm,"{'confirm', 'sustain', 'reassert', 'affirm', 'support', 'substantiate', 'corroborate'}"
Significant twisting,formed,outer rings,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
phenyl rings,show,isomorphous compounds,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
phenyl rings,are,isomorphous compounds,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
isomorphous compounds,are,approximately 38 deg,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
deposited compounds,have,cyclic ring,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
title compound,is,reduced form,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
heptane chain,are,dihedral angle,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
H atom,disordered,adjacent sites,disorder,"{'disarray', 'cark', 'perturb', 'distract', 'disorder', 'disquiet', 'trouble', 'unhinge'}"
molecules in the lattice,is directed,mdash H,direct,"{'place', 'lead', 'guide', 'take', 'conduct', 'send', 'direct', 'target', 'train', 'aim'}"
packing of the molecules in the lattice,is directed,O mdash H,direct,"{'place', 'lead', 'guide', 'take', 'conduct', 'send', 'direct', 'target', 'train', 'aim'}"
dihydropyrazole ring,fused,cyclohexyl ring,fuse,"{'combine', 'conflate', 'fuse', 'commingle', 'blend', 'coalesce', 'flux', 'merge', 'meld', 'immix', 'mix'}"
A and B molecules,are linked,C mdash H,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
methoxybenzoyl group,is,S atom,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
acid group,adopts,gauche conformation,adopt,"{'embrace', 'dramatise', 'borrow', 'assume', 'adopt', 'acquire', 'take', 'dramatize', 'follow', 'espouse'}"
propionic acid group,adopts,mdash C bond,adopt,"{'embrace', 'dramatise', 'borrow', 'assume', 'adopt', 'acquire', 'take', 'dramatize', 'follow', 'espouse'}"
middot C10H5O8 minus,contains,ethylammonium cations,contain,"{'control', 'hold', 'contain', 'incorporate', 'check', 'stop', 'bear', 'arrest', 'curb', 'moderate', 'comprise', 'carry'}"
geometry of the ethylammonium cation,is,other structures containing this residue,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
network formed by these ions,is based,O mdash H,base,"{'establish', 'station', 'send', 'base', 'found', 'post'}"
title molecule,adopts,gauche conformation,adopt,"{'embrace', 'dramatise', 'borrow', 'assume', 'adopt', 'acquire', 'take', 'dramatize', 'follow', 'espouse'}"
water molecules,form,chain along the a axis,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
title compound,is used,starting material,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
title compound,is,starting material,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
starting material,is,medical applications,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
molecular skeleton,is,dihedral angle,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
molecular skeleton,curved,dihedral angle,curve,"{'sheer', 'slew', 'arc', 'arch', 'crook', 'curve', 'slue', 'trend', 'kink', 'wind', 'swerve', 'cut', 'curl', 'veer'}"
possible medical applications,is,chlorobutane and benzaldehyde fragments,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
possible medical applications,curved,chlorobutane and benzaldehyde fragments,curve,"{'sheer', 'slew', 'arc', 'arch', 'crook', 'curve', 'slue', 'trend', 'kink', 'wind', 'swerve', 'cut', 'curl', 'veer'}"
materials with possible medical applications,is,mean planes of the chlorobutane and benzaldehyde fragments,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
materials with possible medical applications,curved,mean planes of the chlorobutane and benzaldehyde fragments,curve,"{'sheer', 'slew', 'arc', 'arch', 'crook', 'curve', 'slue', 'trend', 'kink', 'wind', 'swerve', 'cut', 'curl', 'veer'}"
O hydrogen bonds,link,C mdash H,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
pi  interactions,link,ac plane,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
aromatic ring,adding,O atoms,add,"{'impart', 'supply', 'contribute', 'summate', 'total', 'append', 'sum', 'bring', 'lend', 'add', 'bestow', 'tot', 'tally'}"
title compound,lies,crystallographic centre,lie,"{'lie', 'rest', 'consist', 'dwell', 'belong'}"
molecule of the title compound,lies,crystallographic centre of inversion,lie,"{'lie', 'rest', 'consist', 'dwell', 'belong'}"
alignment and measurement,are given,performance test,give,"{'give', 'throw', 'hold', 'pay', 'gift', 'have', 'yield', 'present', 'afford'}"
procedures for alignment and measurement,are given,performance test with silicon crystals,give,"{'give', 'throw', 'hold', 'pay', 'gift', 'have', 'yield', 'present', 'afford'}"
of the structure and of the procedures for alignment and measurement,are given,result of a performance test with silicon crystals,give,"{'give', 'throw', 'hold', 'pay', 'gift', 'have', 'yield', 'present', 'afford'}"
dihedral angles,made,pyrazoline ring,make,"{'produce', 'stimulate', 'draw', 'create', 'do', 'induce', 'make', 'cause'}"
crystal structure,are held,mdash H,hold,"{'control', 'give', 'hold', 'maintain', 'confine', 'contain', 'check', 'bear', 'have', 'curb', 'deem', 'moderate', 'restrain', 'keep', 'carry'}"
polymeric compound,was,hydrothermal reaction,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
MnII ion,approximates,octahedral geometry,approximate,"{'estimate', 'approximate', 'judge', 'gauge', 'guess'}"
