subject,predicate,pred freq,object,root,root freq,synonyms
thermophilic bacterium Thermus thermophilus,includes,6,outer membrane proteins,include,17,"{'include', 'admit'}"
cell envelope of the thermophilic bacterium Thermus thermophilus,is,708,integral outer membrane proteins,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
cell envelope of the thermophilic bacterium Thermus thermophilus,includes,6,integral outer membrane proteins,include,17,"{'include', 'admit'}"
nbsp thermophilus,was,146,predicted  beta,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
nbsp thermophilus,identified,8,predicted  beta,identify,15,"{'place', 'identify', 'distinguish', 'key', 'name', 'discover', 'describe'}"
data sets,were collected,10,emsp14  Aring  resolution and,collect,21,"{'accumulate', 'compile', 'gather', 'amass', 'garner', 'hoard', 'collect'}"
diffracting crystals,belonged,6,space group,belong,9,"{'dwell', 'belong', 'lie', 'consist'}"
Native data sets,were collected,10,best diffracting crystals,collect,21,"{'accumulate', 'compile', 'gather', 'amass', 'garner', 'hoard', 'collect'}"
title compound,was,146,condensation reaction,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,obtained,22,condensation reaction,obtain,41,"{'prevail', 'get', 'incur', 'receive', 'obtain'}"
title compound,consists,35,dihedral angles,consist,41,"{'belong', 'consist', 'comprise', 'lie', 'dwell'}"
asymmetric unit of the title compound,consists,35,imidazole and pyrimidine rings,consist,41,"{'belong', 'consist', 'comprise', 'lie', 'dwell'}"
title compound,is composed,5,independent molecules,compose,6,"{'compile', 'pen', 'compose', 'write', 'indite', 'frame'}"
title compound,has,89,rotational symmetry,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
title compound,imposed,2,rotational symmetry,impose,5,"{'visit', 'levy', 'enforce', 'inflict', 'impose'}"
crystal structure,is stabilized,27,ndash  pi  ,stabilize,46,"{'brace', 'stabilise', 'steady', 'stabilize'}"
title compound,represents,5,monoclinic polymorph,represent,10,"{'represent', 'constitute', 'be', 'symbolise', 'exemplify', 'correspond', 'comprise', 'symbolize', 'typify', 'defend', 'interpret'}"
H atoms,are,282,anti disposition,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
H atoms,contrasts,2,anti disposition,contrast,2,"{'counterpoint', 'contrast'}"
mdash H atoms,are,282,anti disposition in the orthorhombic form,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
mdash H atoms,contrasts,2,anti disposition in the orthorhombic form,contrast,2,"{'counterpoint', 'contrast'}"
Cl minus,was,146,current program,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Cl minus,obtained,22,current program,obtain,41,"{'prevail', 'get', 'incur', 'receive', 'obtain'}"
N atom,is,708,chloride anion,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title molecule,features,16,S mdash,feature,16,"{'boast', 'feature', 'have', 'sport'}"
title molecule,is,708,S mdash,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Significant twisting,is confirmed,1,outer rings,confirm,9,"{'substantiate', 'affirm', 'corroborate', 'sustain', 'support', 'confirm', 'reassert'}"
Significant twisting,formed,5,outer rings,form,86,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
phenyl rings,show,32,isomorphous compounds,show,94,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
phenyl rings,are,282,isomorphous compounds,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
isomorphous compounds,are,282,approximately 38 deg,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
deposited compounds,have,53,cyclic ring,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
title compound,is,708,reduced form,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
heptane chain,are,282,dihedral angle,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
H atom,disordered,6,adjacent sites,disorder,16,"{'cark', 'perturb', 'trouble', 'disquiet', 'distract', 'unhinge', 'disorder', 'disarray'}"
molecules in the lattice,is directed,2,mdash H,direct,2,"{'lead', 'target', 'place', 'send', 'direct', 'guide', 'conduct', 'train', 'aim', 'take'}"
packing of the molecules in the lattice,is directed,2,O mdash H,direct,2,"{'lead', 'target', 'place', 'send', 'direct', 'guide', 'conduct', 'train', 'aim', 'take'}"
dihydropyrazole ring,fused,4,cyclohexyl ring,fuse,5,"{'combine', 'meld', 'merge', 'immix', 'coalesce', 'conflate', 'flux', 'mix', 'commingle', 'fuse', 'blend'}"
A and B molecules,are linked,42,C mdash H,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
methoxybenzoyl group,is,708,S atom,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
acid group,adopts,28,gauche conformation,adopt,37,"{'take', 'assume', 'adopt', 'espouse', 'borrow', 'follow', 'dramatise', 'acquire', 'dramatize', 'embrace'}"
propionic acid group,adopts,28,mdash C bond,adopt,37,"{'take', 'assume', 'adopt', 'espouse', 'borrow', 'follow', 'dramatise', 'acquire', 'dramatize', 'embrace'}"
middot C10H5O8 minus,contains,54,ethylammonium cations,contain,69,"{'moderate', 'curb', 'check', 'bear', 'carry', 'comprise', 'arrest', 'incorporate', 'control', 'stop', 'hold', 'contain'}"
geometry of the ethylammonium cation,is,708,other structures containing this residue,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
network formed by these ions,is based,5,O mdash H,base,19,"{'send', 'base', 'establish', 'post', 'found', 'station'}"
title molecule,adopts,28,gauche conformation,adopt,37,"{'take', 'assume', 'adopt', 'espouse', 'borrow', 'follow', 'dramatise', 'acquire', 'dramatize', 'embrace'}"
water molecules,form,27,chain along the a axis,form,86,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
title compound,is used,5,starting material,use,164,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
title compound,is,708,starting material,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
starting material,is,708,medical applications,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
molecular skeleton,is,708,dihedral angle,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
molecular skeleton,curved,3,dihedral angle,curve,3,"{'kink', 'wind', 'arc', 'crook', 'slue', 'arch', 'slew', 'trend', 'veer', 'swerve', 'sheer', 'cut', 'curve', 'curl'}"
possible medical applications,is,708,chlorobutane and benzaldehyde fragments,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
possible medical applications,curved,3,chlorobutane and benzaldehyde fragments,curve,3,"{'kink', 'wind', 'arc', 'crook', 'slue', 'arch', 'slew', 'trend', 'veer', 'swerve', 'sheer', 'cut', 'curve', 'curl'}"
materials with possible medical applications,is,708,mean planes of the chlorobutane and benzaldehyde fragments,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
materials with possible medical applications,curved,3,mean planes of the chlorobutane and benzaldehyde fragments,curve,3,"{'kink', 'wind', 'arc', 'crook', 'slue', 'arch', 'slew', 'trend', 'veer', 'swerve', 'sheer', 'cut', 'curve', 'curl'}"
O hydrogen bonds,link,30,C mdash H,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
pi  interactions,link,30,ac plane,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
aromatic ring,adding,3,O atoms,add,8,"{'tally', 'total', 'add', 'bestow', 'bring', 'supply', 'lend', 'sum', 'summate', 'contribute', 'impart', 'append', 'tot'}"
title compound,lies,27,crystallographic centre,lie,39,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
molecule of the title compound,lies,27,crystallographic centre of inversion,lie,39,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
alignment and measurement,are given,11,performance test,give,48,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
procedures for alignment and measurement,are given,11,performance test with silicon crystals,give,48,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
of the structure and of the procedures for alignment and measurement,are given,11,result of a performance test with silicon crystals,give,48,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
dihedral angles,made,12,pyrazoline ring,make,58,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
crystal structure,are held,2,mdash H,hold,5,"{'restrain', 'moderate', 'keep', 'maintain', 'curb', 'check', 'bear', 'carry', 'have', 'control', 'hold', 'confine', 'give', 'deem', 'contain'}"
polymeric compound,was,146,hydrothermal reaction,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
MnII ion,approximates,2,octahedral geometry,approximate,4,"{'judge', 'approximate', 'guess', 'gauge', 'estimate'}"
title polymeric compound,was,146,hydrothermal reaction and solution evaporation,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
sulfonate groups,give,11,crystal structure,give,48,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
ytterbium trifluoride,has been,89,Czochralski technique,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
ytterbium trifluoride,grown,5,Czochralski technique,grow,12,"{'produce', 'develop', 'raise', 'uprise', 'rise', 'maturate', 'grow', 'turn', 'arise', 'acquire', 'farm', 'mature', 'originate'}"
gadolinium ytterbium trifluoride,has been,89,first time,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
gadolinium ytterbium trifluoride,grown,5,first time,grow,12,"{'produce', 'develop', 'raise', 'uprise', 'rise', 'maturate', 'grow', 'turn', 'arise', 'acquire', 'farm', 'mature', 'originate'}"
mixed compound,maintains,2,crystallographic structure,maintain,7,"{'uphold', 'keep', 'assert', 'maintain', 'wield', 'preserve', 'asseverate', 'conserve', 'sustain', 'defend', 'exert', 'hold'}"
crystallographic structure,cooling,2,room temperature,cool,2,"{'chill', 'cool'}"
Wyckoff position,is attributed,1,cationic radius,attribute,3,"{'assign', 'impute', 'attribute', 'ascribe'}"
title compound,is,708,ring system,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
bond lengths,show,32,normal values,show,94,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
molecular skeleton,is,708,mean planes,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
triazine rings,make,16,dihedral angle,make,58,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
crystal packing,is stabilized,27,ndash  pi  ,stabilize,46,"{'brace', 'stabilise', 'steady', 'stabilize'}"
amino H,has,89,intramolecular contact,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
amino H atom,has,89,carbonyl O atom,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
solvent molecule,completes,2,ReI centre,complete,9,"{'dispatch', 'nail', 'discharge', 'complete', 'finish'}"
One solvent molecule,completes,2,sphere of the ReI centre,complete,9,"{'dispatch', 'nail', 'discharge', 'complete', 'finish'}"
angle analyses,indicate,7,ndash ADPM,indicate,22,"{'signal', 'bespeak', 'suggest', 'show', 'indicate', 'argue', 'betoken', 'point'}"
angle analyses,found,11,ndash ADPM,found,28,"{'constitute', 'institute', 'base', 'establish', 'found', 'plant', 'launch'}"
ndash ADPM,are dictated,2,steric factors,dictate,2,"{'prescribe', 'dictate', 'order'}"
ndash ADPM complexes,are dictated,2,steric factors and crystal packing,dictate,2,"{'prescribe', 'dictate', 'order'}"
photographic intensity,are,282,ndash  photometry,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
photographic intensity,reviewed,3,ndash  photometry,review,3,"{'reexamine', 'critique', 'survey', 'refresh', 'retrospect', 'review'}"
photographic intensity,claimed,3,ndash  photometry,claim,3,"{'claim', 'exact', 'arrogate'}"
photographic intensity measurement,are,282,evidence given for the accuracy,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
photographic intensity measurement,reviewed,3,evidence given for the accuracy,review,3,"{'reexamine', 'critique', 'survey', 'refresh', 'retrospect', 'review'}"
evidence given for the accuracy,claimed,3,Cu K alpha  ,claim,3,"{'claim', 'exact', 'arrogate'}"
normally used for photographic intensity measurement,are,282,Cu K alpha  radiation,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
normally used for photographic intensity measurement,reviewed,3,Cu K alpha  radiation,review,3,"{'reexamine', 'critique', 'survey', 'refresh', 'retrospect', 'review'}"
normally used for photographic intensity measurement,claimed,3,Cu K alpha  radiation,claim,3,"{'claim', 'exact', 'arrogate'}"
surface roughness,allow,7,orientation distribution,allow,33,"{'provide', 'let', 'countenance', 'earmark', 'appropriate', 'leave', 'admit', 'permit', 'grant', 'allow', 'reserve'}"
special advantages with respect to certain features,allow,7,measurement of the orientation distribution over a large range,allow,33,"{'provide', 'let', 'countenance', 'earmark', 'appropriate', 'leave', 'admit', 'permit', 'grant', 'allow', 'reserve'}"
preferred orientation,be,101,texture model  ,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
preferred orientation,provided,11,texture model  ,provide,41,"{'provide', 'furnish', 'leave', 'supply', 'ply', 'cater', 'render', 'allow'}"
Correction for preferred orientation,be,101,simple texture model  ,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Correction for preferred orientation,provided,11,simple texture model  ,provide,41,"{'provide', 'furnish', 'leave', 'supply', 'ply', 'cater', 'render', 'allow'}"
water molecules,interact,15,hydrogen bonds,interact,16,{'interact'}
hydrogen bonds,generating,3,layer motif,generate,29,"{'sire', 'engender', 'father', 'generate', 'beget', 'render', 'yield', 'mother'}"
ith axis,is,708,angular libration,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
CuII center,is,708,O atoms,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
independent CuII center,is,708,carboxylate groups in the basal plane,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
dinuclear units,are linked,42,mdash H,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
monoclinic form,reveals,4,calcium ion,reveal,24,"{'disclose', 'show', 'reveal', 'expose', 'display', 'divulge', 'uncover', 'impart', 'discover', 'unveil'}"
Docking studies,suggest,8,head group,suggest,35,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
Docking studies,be involved,2,head group,involve,37,"{'imply', 'require', 'demand', 'necessitate', 'involve', 'affect', 'ask', 'need', 'postulate', 'take', 'regard'}"
second calcium and residues,be involved,2,polar head group of the membrane phospholipid,involve,37,"{'imply', 'require', 'demand', 'necessitate', 'involve', 'affect', 'ask', 'need', 'postulate', 'take', 'regard'}"
Such industries,demand,1,new xylanases,demand,1,"{'exact', 'require', 'demand', 'necessitate', 'involve', 'ask', 'need', 'postulate', 'take'}"
new xylanases,cover,3,wider range,cover,5,"{'comprehend', 'cross', 'encompass', 'extend', 'report', 'plow', 'deal', 'handle', 'treat', 'track', 'address', 'embrace', 'cover', 'traverse'}"
overall structure,is described,9,related xylanases,describe,24,"{'report', 'delineate', 'line', 'identify', 'distinguish', 'account', 'key', 'depict', 'name', 'draw', 'discover', 'describe', 'trace'}"
overall structure,compared,16,related xylanases,compare,36,"{'liken', 'equate', 'compare'}"
prime  cap,generate,12,oligonucleotide primer,generate,29,"{'sire', 'engender', 'father', 'generate', 'beget', 'render', 'yield', 'mother'}"
5 prime  cap of the host,generate,12,prime  oligonucleotide primer,generate,29,"{'sire', 'engender', 'father', 'generate', 'beget', 'render', 'yield', 'mother'}"
Pichia pastoris,purified,2,clear homogeneity,purify,2,"{'purify', 'purge', 'distill', 'sanctify', 'sublimate'}"
data collection,indicate,7,presence of one molecule,indicate,22,"{'signal', 'bespeak', 'suggest', 'show', 'indicate', 'argue', 'betoken', 'point'}"
asymmetric unit,consists,35,base molecule,consist,41,"{'belong', 'consist', 'comprise', 'lie', 'dwell'}"
benzene ring,is twisted,6,dihedral angle,twist,13,"{'flex', 'bend', 'wrench', 'convolute', 'twist', 'twine', 'wrick', 'pervert', 'deform', 'sprain', 'worm', 'writhe', 'wrestle', 'squirm', 'wriggle', 'distort', 'rick', 'sophisticate'}"
title compound,is,708,mean deviation,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
F hydrogen bond,reinforces,1,the conformation and the same H atom,reinforce,2,"{'reward', 'reinforce'}"
niobium chromium,is,708,solid solution,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
simultaneous reflections,used,28,crystal structure,use,164,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
crystal structure,have been,53,Moon  amp  ,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
crystal structure,discussed,1,Moon  amp  ,discuss,16,"{'discuss', 'discourse'}"
crystal structure,be,101,Moon  amp  ,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
variety of crystals,have been,53,azimuthal scans,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
variety of crystals,monitored,2,azimuthal scans,monitor,5,"{'supervise', 'monitor'}"
PAILRED automatic diffractometer,using,106,Cu K reflections,use,164,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
diffraction effects,was,146,very weak reflections,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
diffraction effects,is,708,very weak reflections,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
simultaneous diffraction effects,was,146,intensities of very weak reflections,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
simultaneous diffraction effects,is,708,intensities of very weak reflections,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
highly perfect crystals,be compared,3,ordinary imperfect crystals,compare,36,"{'liken', 'equate', 'compare'}"
highly perfect crystals,encountered,1,ordinary imperfect crystals,encounter,1,"{'receive', 'bump', 'see', 'meet', 'chance', 'encounter', 'happen', 'find'}"
highly perfect crystals,are,282,ordinary imperfect crystals,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
methyltransferase gene,was,146,Escherichia coli,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
methyltransferase gene,expressed,3,Escherichia coli,express,6,"{'verbalise', 'convey', 'state', 'show', 'verbalize', 'carry', 'extract', 'utter', 'evince', 'express'}"
space group,show,32,emsp14  Aring  resolution,show,94,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
native data,has been,89,structure determination,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
native data,collected,6,structure determination,collect,21,"{'accumulate', 'compile', 'gather', 'amass', 'garner', 'hoard', 'collect'}"
careful analysis,is established,2,C atom,establish,5,"{'constitute', 'institute', 'show', 'base', 'plant', 'shew', 'establish', 'found', 'install', 'build', 'launch', 'prove', 'demonstrate'}"
careful analysis,is,708,C atom,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
C atom,is,708,cage vertices,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
C atom,disordered,6,cage vertices,disorder,16,"{'cark', 'perturb', 'trouble', 'disquiet', 'distract', 'unhinge', 'disorder', 'disarray'}"
ferric salts,is,708,distinct possibility,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
low temperatures,according,2,liquid phase,accord,2,"{'harmonise', 'concord', 'accord', 'allot', 'harmonize', 'agree', 'consort', 'grant'}"
aqueous solutions at low temperatures,according,2,liquid phase diagram,accord,2,"{'harmonise', 'concord', 'accord', 'allot', 'harmonize', 'agree', 'consort', 'grant'}"
pyran ring,are,282,maximum deviation,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
monoprotonated form,is,708,space group,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
electron beam,be used,12,moir eacute  ,use,164,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
electron beam,be,101,moir eacute  ,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
parallel electron beam,be used,12,moir eacute  patterns,use,164,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
parallel electron beam,be,101,moir eacute  patterns,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
pattern formation,have been,53,idealized case,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
pattern formation,made,12,idealized case,make,58,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
individual crystal lattices,are,282,larger objective aperture,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
larger objective aperture,are,282,atomic focuser crystal,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
larger objective aperture,is,708,atomic focuser crystal,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
small objective aperture in the viewing electron microscope,are,282,atoms of the atomic focuser crystal,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
small objective aperture in the viewing electron microscope,is,708,atoms of the atomic focuser crystal,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
CdII cation,is,708,chloride ligands,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
CdII cation,coordinated,10,chloride ligands,coordinate,60,"{'organize', 'ordinate', 'organise', 'align', 'coordinate'}"
independent chains,generate,12,zigzag layers,generate,29,"{'sire', 'engender', 'father', 'generate', 'beget', 'render', 'yield', 'mother'}"
catalytic domain,was,146,emsp14  Aring  resolution,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
catalytic domain,solved,9,emsp14  Aring  resolution,solve,15,"{'solve', 'lick', 'resolve'}"
structural feature,facilitate,6,large substrates,facilitate,9,"{'help', 'alleviate', 'facilitate', 'ease'}"
structural and biochemical analyses,is proposed,7,accommodation of large substrates,propose,10,"{'suggest', 'purpose', 'nominate', 'propose', 'purport', 'project', 'aim', 'advise'}"
structural and biochemical analyses,facilitate,6,accommodation of large substrates,facilitate,9,"{'help', 'alleviate', 'facilitate', 'ease'}"
accommodation of large substrates,making,5,dephosphorylation of PI substrates,make,58,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
kinetic experiments,showed,8,strong preferences,show,94,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
kinetic experiments,has,89,strong preferences,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
strong preferences,suggesting,9,cell survival and proliferation,suggest,35,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
cell survival,reflects,3,Akt signalling,reflect,6,"{'muse', 'mull', 'speculate', 'contemplate', 'reflect', 'reverberate', 'meditate', 'excogitate', 'ruminate', 'ponder', 'shine'}"
regulation of cell survival and proliferation,reflects,3,downregulation of Akt signalling,reflect,6,"{'muse', 'mull', 'speculate', 'contemplate', 'reflect', 'reverberate', 'meditate', 'excogitate', 'ruminate', 'ponder', 'shine'}"
trifluoromethanesulfonate dichloromethane,belongs,3,RuII complexes,belong,9,"{'dwell', 'belong', 'lie', 'consist'}"
RuII complexes,had been,1,transfer hydrogenation,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,was,146,crystallographic data,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
crystallographic data,provided,11,ligand species,provide,41,"{'provide', 'furnish', 'leave', 'supply', 'ply', 'cater', 'render', 'allow'}"
reduced catalytic activity,was,146,mixed ligand species,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
reduced catalytic activity,provided,11,mixed ligand species,provide,41,"{'provide', 'furnish', 'leave', 'supply', 'ply', 'cater', 'render', 'allow'}"
reduced catalytic activity of the title compound,was,146,evidence for the mixed ligand species,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
reduced catalytic activity of the title compound,provided,11,evidence for the mixed ligand species,provide,41,"{'provide', 'furnish', 'leave', 'supply', 'ply', 'cater', 'render', 'allow'}"
crystal structure,shows,34,synthesized material,show,94,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
title compound,was,146,tosylated compound,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,obtained,22,tosylated compound,obtain,41,"{'prevail', 'get', 'incur', 'receive', 'obtain'}"
H atom,is,708,intermolecular interactions,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
