subject,predicate,object,root,synonyms
Several variants,expressed,Escherichia coli,express,"{'verbalise', 'convey', 'state', 'show', 'verbalize', 'carry', 'extract', 'utter', 'evince', 'express'}"
first variant,contained,flexible GPGP linker,contain,"{'moderate', 'curb', 'check', 'bear', 'carry', 'comprise', 'arrest', 'incorporate', 'control', 'stop', 'hold', 'contain'}"
polyalanine linker,proved,pentameric form,prove,"{'examine', 'show', 'test', 'try', 'essay', 'evidence', 'testify', 'shew', 'establish', 'leaven', 'prove', 'demonstrate'}"
polyalanine linker,stabilize,pentameric form,stabilize,"{'brace', 'stabilise', 'steady', 'stabilize'}"
polyalanine linker between CTB and MPR,proved,pentameric form of the protein,prove,"{'examine', 'show', 'test', 'try', 'essay', 'evidence', 'testify', 'shew', 'establish', 'leaven', 'prove', 'demonstrate'}"
polyalanine linker between CTB and MPR,stabilize,pentameric form of the protein,stabilize,"{'brace', 'stabilise', 'steady', 'stabilize'}"
purification procedure,was,sample for crystallization,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
purification procedure,shown,sample for crystallization,show,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
purification procedure,produce,sample for crystallization,produce,"{'produce', 'make', 'develop', 'raise', 'grow', 'acquire', 'farm', 'create'}"
inversion center,exhibits,octahedral coordination,exhibit,"{'exhibit', 'parade', 'show', 'expose', 'display', 'present', 'demo', 'march', 'demonstrate'}"
polymeric coordination compound,exhibits,octahedral coordination geometry,exhibit,"{'exhibit', 'parade', 'show', 'expose', 'display', 'present', 'demo', 'march', 'demonstrate'}"
title polymeric coordination compound,exhibits,distorted octahedral coordination geometry,exhibit,"{'exhibit', 'parade', 'show', 'expose', 'display', 'present', 'demo', 'march', 'demonstrate'}"
metal ions,are linked,double bridges,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
double bridges,forming,polymeric chains,form,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
crystallographic technology,has been,protein solution,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
crystallographic technology,developed,protein solution,develop,"{'produce', 'educate', 'develop', 'evolve', 'explicate', 'uprise', 'prepare', 'grow', 'germinate', 'formulate', 'acquire', 'train', 'rise', 'originate', 'arise'}"
small volume,generates,feedback mechanism,generate,"{'sire', 'engender', 'father', 'generate', 'beget', 'render', 'yield', 'mother'}"
first crystal,is nucleated,feedback mechanism that lowers the supersaturation,nucleate,{'nucleate'}
first crystal,generates,feedback mechanism that lowers the supersaturation,generate,"{'sire', 'engender', 'father', 'generate', 'beget', 'render', 'yield', 'mother'}"
Diffraction data,are measured,one crystal at a time,measure,"{'appraise', 'valuate', 'evaluate', 'measure', 'assess', 'quantify', 'value'}"
complete data,is obtained,single diffraction,obtain,"{'prevail', 'get', 'incur', 'receive', 'obtain'}"
complete data,merging,single diffraction,merge,"{'combine', 'unify', 'meld', 'merge', 'immix', 'coalesce', 'conflate', 'flux', 'mix', 'commingle', 'fuse', 'blend', 'unite'}"
central Fe2S2 core,is,butterfly conformation,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
molecular structure,are,average deviation,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
dye molecule,is,methyl groups,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
molecular structure,features,mdash H,feature,"{'boast', 'feature', 'have', 'sport'}"
chloroform solvent molecules,are,C mdash H,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
conjoint S7 ring motifs about one of the dioxocyclobutene O atoms,are,second O atom through C mdash H,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
water O,is,octahedral geometry,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
O interactions,consolidates,crystal packing,consolidate,{'consolidate'}
crystal packing,linking,poymeric chains,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
nitrooxy group,is,dihedral angle,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
C atom,is displaced,ring plane,displace,"{'deracinate', 'displace', 'dislocate', 'bump', 'move', 'uproot', 'dislodge'}"
solvothermal conditions,reacting,pure dien,react,"{'respond', 'oppose', 'react'}"
carbonic anhydrase,were solved,high completeness,solve,"{'solve', 'lick', 'resolve'}"
O atom,is,O gamma 1,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
inverted counterpart,are compared,functional theory,compare,"{'liken', 'equate', 'compare'}"
inverted counterpart,calculated,functional theory,calculate,"{'depend', 'count', 'compute', 'bet', 'figure', 'calculate', 'reckon', 'account', 'cipher', 'forecast', 'estimate', 'cypher', 'aim'}"
results from both methods,suggest,molecular conformation,suggest,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
molecular conformation,is,intermolecular interactions,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
molecular conformation,determined,intermolecular interactions,determine,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
observed molecular conformation,is,intermolecular interactions in the crystal structure,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
observed molecular conformation,determined,intermolecular interactions in the crystal structure,determine,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
periodic organization,is stabilized,C mdash,stabilize,"{'brace', 'stabilise', 'steady', 'stabilize'}"
periodic organization of the molecules,is stabilized,weak C mdash,stabilize,"{'brace', 'stabilise', 'steady', 'stabilize'}"
puckered network,is,ring motifs,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title molecule,has,C bond,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
pyramidal geometry,observed,vertex N,observe,"{'watch', 'celebrate', 'observe', 'keep', 'remark', 'note', 'detect', 'notice', 'honor', 'honour', 'respect', 'discover', 'mention', 'find'}"
vertex N,is flattened,bulky phenyl and naphthylethanone,flatten,{'flatten'}
vertex N atom,is flattened,bulky phenyl and naphthylethanone fragments,flatten,{'flatten'}
tetrahedral phosphorus,are linked,mdash H,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
Adjacent molecules of the title compound,are linked,N mdash H,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
diyttrium heptaoxodisilicate,has been,centrosymmetric space,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
diyttrium heptaoxodisilicate,synthesized,centrosymmetric space,synthesize,"{'synthesise', 'synthesize'}"
diyttrium heptaoxodisilicate,is,centrosymmetric space,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Si2O7 pyrosilicate group,shows,anisotropic displacement,show,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
bridging O atom,shows,large anisotropic displacement,show,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
bridging O atom of the Si2O7 pyrosilicate group,shows,large anisotropic displacement perpendicular,show,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
lattice and structural,are,distinct decrease,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
lattice and structural parameters,are,briding O atom,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Changes in lattice and structural parameters,are,anisotropic displacement of the briding O atom,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
space group,are,structure model,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
space group,do,structure model,do,"{'make', 'fare', 'answer', 'exercise', 'do', 'perform', 'suffice', 'execute', 'behave', 'act', 'practise', 'cause', 'practice'}"
space group,yield,structure model,yield,"{'concede', 'generate', 'soften', 'cede', 'relent', 'grant', 'render', 'succumb', 'yield', 'afford', 'give'}"
isolated Si2O7 groups,is,180 deg  per symmetry,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,is,receptor ligands,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
agonists and antagonists,being,weak agonist,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
proton transfer,occurs,acid group,occur,"{'hap', 'occur', 'pass', 'happen'}"
middot 2C7H6NO2 minus  middot 3H2O,occurs,carboxylic acid group,occur,"{'hap', 'occur', 'pass', 'happen'}"
helical chains,are,water molecules,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
molecule and the packing,have approximate,rotational symmetry,approximate,"{'judge', 'approximate', 'guess', 'gauge', 'estimate'}"
prime  polymorph,reported,delta  polymorph,report,"{'account', 'cover', 'describe', 'report'}"
prime  polymorph,is,delta  polymorph,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
alpha  polymorph,is,kappa  polymorph,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
alpha  polymorph reported here,is,previously reported  kappa  polymorph,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
O bond,is,C distances,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
O bond lengths,is,mdash C distances,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
mdash O bond lengths,is,C mdash C distances,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
tensor properties,is,principal symmetry,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
tensor properties,solved,principal symmetry,solve,"{'solve', 'lick', 'resolve'}"
general formulas,be given,general tensor,give,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
general formulas,provide,general tensor,provide,"{'provide', 'furnish', 'leave', 'supply', 'ply', 'cater', 'render', 'allow'}"
general rules,be given,corresponding scheme,give,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
general rules,obtain,corresponding scheme,obtain,"{'prevail', 'get', 'incur', 'receive', 'obtain'}"
compact formulas,are applied,recent literature,apply,"{'utilize', 'use', 'employ', 'implement', 'apply', 'enforce', 'utilise', 'practice'}"
recent literature,pointing,reported schemes,point,"{'signal', 'level', 'luff', 'head', 'show', 'indicate', 'maneuver', 'manoeuvre', 'guide', 'orient', 'channelize', 'steer', 'bespeak', 'betoken', 'point'}"
specific tensor properties,pointing,errors in some of the reported schemes,point,"{'signal', 'level', 'luff', 'head', 'show', 'indicate', 'maneuver', 'manoeuvre', 'guide', 'orient', 'channelize', 'steer', 'bespeak', 'betoken', 'point'}"
Brief discussions,are,tensor schemes,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Brief discussions,given,tensor schemes,give,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
Brief discussions,obtain,tensor schemes,obtain,"{'prevail', 'get', 'incur', 'receive', 'obtain'}"
centrosymmetric structure,is stabilized,Waals interactions,stabilize,"{'brace', 'stabilise', 'steady', 'stabilize'}"
synchrotron beam,has,spatial resolution,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
synchrotron beam,used,spatial resolution,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
synchrotron beam,test,spatial resolution,test,"{'examine', 'screen', 'test', 'try', 'essay', 'quiz', 'prove'}"
Charge interpolation methods,have yielded,spatial resolution of  sigma,yield,"{'concede', 'generate', 'soften', 'cede', 'relent', 'grant', 'render', 'succumb', 'yield', 'afford', 'give'}"
macromolecular crystals,has been,sample changers,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
macromolecular crystals,defined,sample changers,define,"{'delimitate', 'delineate', 'delimit', 'define', 'specify'}"
cryocooled macromolecular crystals,has been,robotic sample changers,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
cryocooled macromolecular crystals,defined,robotic sample changers,define,"{'delimitate', 'delineate', 'delimit', 'define', 'specify'}"
vial for cryocooled macromolecular crystals,has been,use with robotic sample changers,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
vial for cryocooled macromolecular crystals,defined,use with robotic sample changers,define,"{'delimitate', 'delineate', 'delimit', 'define', 'specify'}"
SPINE standard,meets,sample exchange,meet,"{'converge', 'fulfill', 'foregather', 'gather', 'see', 'assemble', 'match', 'fit', 'meet', 'encounter', 'fulfil', 'fill', 'forgather', 'satisfy'}"
SPINE standard,is,sample exchange,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
sample exchange,includes,datamatrix code,include,"{'include', 'admit'}"
sample exchange,is,datamatrix code,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
holder standard,is,robotic sample,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
datamatrix reader,ensures,safe management,ensure,"{'assure', 'ascertain', 'check', 'secure', 'control', 'guarantee', 'insure', 'ensure'}"
SPINE sample holder,is,robotic sample changers,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
observed data,was,topological methods,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
observed data,analyzed,topological methods,analyze,"{'study', 'psychoanalyse', 'canvass', 'examine', 'analyze', 'dissect', 'psychoanalyze', 'analyse', 'canvas'}"
observed data,using,topological methods,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
electrostatic potential,is discussed,molecular interactions,discuss,"{'discuss', 'discourse'}"
experimental electrostatic potential,is discussed,terms of molecular interactions,discuss,"{'discuss', 'discourse'}"
title compound,were obtained,sodium dicyanamide,obtain,"{'prevail', 'get', 'incur', 'receive', 'obtain'}"
title compound,reacting,sodium dicyanamide,react,"{'respond', 'oppose', 'react'}"
dicyanamide and dafo,are bonded,Cu atom,bond,"{'tie', 'bond', 'attach', 'bind', 'stick', 'adhere'}"
Cu atom,give,octahedral geometry,give,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
dicyanamide and dafo ligands,are bonded,distorted octahedral geometry,bond,"{'tie', 'bond', 'attach', 'bind', 'stick', 'adhere'}"
dicyanamide and dafo ligands,give,distorted octahedral geometry,give,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
dicyanamide anions,are,trans postitions,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
dicyanamide anions,bonded,trans postitions,bond,"{'tie', 'bond', 'attach', 'bind', 'stick', 'adhere'}"
N interactions,help,crystal packing,help,"{'avail', 'facilitate', 'help', 'serve', 'aid', 'assist'}"
N interactions,define,crystal packing,define,"{'delimitate', 'delineate', 'delimit', 'define', 'specify'}"
title compound,are located,mirror plane,locate,"{'site', 'situate', 'place', 'settle', 'locate'}"
pyridyl rings of the title compound,are located,crystallographic mirror plane,locate,"{'site', 'situate', 'place', 'settle', 'locate'}"
Geometric parameters,do,unusual values,do,"{'make', 'fare', 'answer', 'exercise', 'do', 'perform', 'suffice', 'execute', 'behave', 'act', 'practise', 'cause', 'practice'}"
Geometric parameters,show,unusual values,show,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
asymmetric unit,was,Da minus,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
differences between the two polymorphs,are related,individual ions,relate,"{'interrelate', 'associate', 'link', 'relate', 'pertain', 'connect', 'colligate', 'refer', 'touch', 'concern'}"
title complex,was,Godycki  amp  ,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title complex,determined,Godycki  amp  ,determine,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
Vibrio vulnificus,is,marine microorganism,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
marine microorganism,is,primary septicaemia,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
current study,reports,purification and crystallization,report,"{'account', 'cover', 'describe', 'report'}"
crystal forms,be caused,binding of FOB,cause,"{'make', 'do', 'cause', 'stimulate', 'induce'}"
title compound,is,dienone structure,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
carbonyl group,is,C mdash,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
conjugation with the carbonyl group,is,C mdash H,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
The diene is in conjugation with the carbonyl group,is,intermolecular C mdash H,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,have,molecular geometry,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
asymmetric unit of the title compound,have,nearly the same molecular geometry,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
oxazoline ring,is,substitutions at the 2 and 4 positions,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
oxazoline ring,affected,substitutions at the 2 and 4 positions,affect,"{'impress', 'strike', 'impact', 'feign', 'sham', 'involve', 'pretend', 'move', 'affect', 'dissemble', 'touch', 'regard'}"
title compound,crystallizes,space group,crystallize,"{'crystalise', 'elucidate', 'crystallize', 'crystallise', 'effloresce', 'illuminate', 'enlighten'}"
asymmetric unit,consists,centers of inversion,consist,"{'belong', 'consist', 'comprise', 'lie', 'dwell'}"
title compound,is,tape structure,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
crystal structure of the title compound,is,C mdash H,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
crystal structure,consists,discrete molecules,consist,"{'belong', 'consist', 'comprise', 'lie', 'dwell'}"
discrete molecules,stabilized,mdash H,stabilize,"{'brace', 'stabilise', 'steady', 'stabilize'}"
Cl minus  ,participate,mdash H,participate,"{'participate', 'enter'}"
crystalline structure,contains,diastereomeric pairs,contain,"{'moderate', 'curb', 'check', 'bear', 'carry', 'comprise', 'arrest', 'incorporate', 'control', 'stop', 'hold', 'contain'}"
diastereomeric pairs,occurring,high degree,occur,"{'hap', 'occur', 'pass', 'happen'}"
diastereomeric pairs,alternating,high degree,alternate,"{'switch', 'interchange', 'understudy', 'flip-flop', 'tack', 'alternate'}"
diastereomeric pairs,reinforcing,high degree,reinforce,"{'reward', 'reinforce'}"
high degree,is,cyclohexene oxide,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
high degree of diastereoselectivity,is,polyamines and cyclohexene oxide,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,crystallizes,almost linear arrangement,crystallize,"{'crystalise', 'elucidate', 'crystallize', 'crystallise', 'effloresce', 'illuminate', 'enlighten'}"
benzene ring,are,central ring,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
benzene ring planes,are,plane of the central ring,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
long axis,connect,parallel to the a axis,connect,"{'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
long axis of the molecules,connect,ribbons parallel to the a axis,connect,"{'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
kinematic approach,using,computer simulation,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
intensity distributions,showed,distribution results,show,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
Analysis of the intensity distributions,showed,boundary distribution results,show,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
peak intensities,are,most probable distances,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
extra peak intensities,are,most probable distances between the twin boundaries,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
electron diffraction,have been,transmission electron,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
electron diffraction,obtained,transmission electron,obtain,"{'prevail', 'get', 'incur', 'receive', 'obtain'}"
electron diffraction patterns,have been,transmission electron microscopy,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
electron diffraction patterns,obtained,transmission electron microscopy,obtain,"{'prevail', 'get', 'incur', 'receive', 'obtain'}"
Many explanations,have been,scientific community,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Many explanations,given,scientific community,give,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
EDPs of the materials,show,great similarities,show,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
diffraction spots,be reproduced,hexagonal structure,reproduce,"{'multiply', 'procreate', 'regurgitate', 'reproduce'}"
diffraction spots,simulating,hexagonal structure,simulate,"{'imitate', 'assume', 'sham', 'feign', 'simulate', 'copy', 'model'}"
title compound,lies,twofold axis,lie,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
guanidinium cations,have,planar conformation,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
striking feature,is,high degree,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
striking feature of the structure,is,high degree of hydrogen bonding,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,are,pyrene rings,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
pyrene rings,are,ether ring,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Molecules of the title compound,are,across the crown ether ring,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Ni absorption,equals,partial structure,equal,"{'be', 'equate', 'rival', 'equalize', 'match', 'equal', 'equalise'}"
Ni absorption edge,equals,partial structure factor,equal,"{'be', 'equate', 'rival', 'equalize', 'match', 'equal', 'equalise'}"
partial structure factor,owing,neutron scattering lengths,owe,{'owe'}
Ni ndash Ni partial structure factor,owing,favourable neutron scattering lengths,owe,{'owe'}
CuII centre,contains,N atoms,contain,"{'moderate', 'curb', 'check', 'bear', 'carry', 'comprise', 'arrest', 'incorporate', 'control', 'stop', 'hold', 'contain'}"
coordination polyhedron around the CuII centre,contains,different tcnoet ligands,contain,"{'moderate', 'curb', 'check', 'bear', 'carry', 'comprise', 'arrest', 'incorporate', 'control', 'stop', 'hold', 'contain'}"
coordination polymer,takes,form of sheets,take,"{'convey', 'bring', 'guide', 'read', 'assume', 'demand', 'adopt', 'conduct', 'direct', 'occupy', 'lead', 'involve', 'postulate', 'take', 'require', 'necessitate', 'ask', 'need', 'acquire'}"
form of sheets,are,C mdash,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
resulting coordination polymer,takes,C mdash H,take,"{'convey', 'bring', 'guide', 'read', 'assume', 'demand', 'adopt', 'conduct', 'direct', 'occupy', 'lead', 'involve', 'postulate', 'take', 'require', 'necessitate', 'ask', 'need', 'acquire'}"
resulting coordination polymer,are,C mdash H,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
ligand and extensive electronic delocalization,are,plane of the central C3O fragment,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
CuI atoms,occupy,special positions,occupy,"{'invade', 'busy', 'occupy', 'interest', 'absorb', 'worry', 'engross', 'engage', 'fill', 'reside', 'concern', 'take', 'inhabit'}"
CuI ions,are,coordination environment,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Si framework,is considered,sphere packing,consider,"{'study', 'deliberate', 'weigh', 'count', 'moot', 'debate', 'believe', 'consider', 'see', 'reckon', 'deal', 'think', 'conceive', 'view', 'regard'}"
Si framework,be described,sphere packing,describe,"{'report', 'delineate', 'line', 'identify', 'distinguish', 'account', 'key', 'depict', 'name', 'draw', 'discover', 'describe', 'trace'}"
Only the Si framework,is considered,homogeneous sphere packing,consider,"{'study', 'deliberate', 'weigh', 'count', 'moot', 'debate', 'believe', 'consider', 'see', 'reckon', 'deal', 'think', 'conceive', 'view', 'regard'}"
Only the Si framework,be described,homogeneous sphere packing,describe,"{'report', 'delineate', 'line', 'identify', 'distinguish', 'account', 'key', 'depict', 'name', 'draw', 'discover', 'describe', 'trace'}"
proposed model,guarantees,crystal structure,guarantee,"{'assure', 'undertake', 'secure', 'vouch', 'guarantee', 'insure', 'warrant', 'ensure'}"
glycine and OtBu,is,different conformations,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
glycine and OtBu,has,different conformations,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
Recent experiments,using,synchrotron radiation,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
numerical example,using,scattering curves,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
